STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/6/1986,,,18.5,"H,,S",,,16.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/7/1986,0,",,I",20.4,"H,,S",22.5,",,I",19.1,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/8/1986,0.8,",,I",20.1,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/9/1986,32,",,I",19.8,"H,,S",,,19,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/10/1986,20.1,",,I",19.3,"H,,S",22.5,",,I",17.5,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/11/1986,0,",,I",19.4,"H,,S",,,17.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/12/1986,0,",,I",19.5,"H,,S",,,17.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/13/1986,0,",,I",19.1,"H,,S",,,17.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/14/1986,,,20,"H,,S",,,16.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/15/1986,0,",,I",19.3,"H,,S",23.5,",,I",17,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/16/1986,0,",,I",20.2,"H,,S",,,16.1,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/17/1986,,,18.8,"H,,S",22.7,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/18/1986,,,19.6,"H,,S",22.6,",,I",17.7,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/19/1986,0,",,I",19.2,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/20/1986,0,",,I",20.9,"H,,S",,,15.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/21/1986,0,",,I",20.6,"H,,S",23.6,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/22/1986,0,",,I",20.8,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/23/1986,,,21.2,"H,,S",24,",,I",18,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/24/1986,,,20.3,"H,,S",24.5,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/25/1986,,,21.3,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/26/1986,,,21.1,"H,,S",23.4,",,I",18.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/27/1986,,,19.7,"H,,S",23.6,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/28/1986,,,20.9,"H,,S",23.8,",,I",18.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/29/1986,2,",,I",20.6,"H,,S",,,18.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,11/30/1986,0,",,I",21.1,"H,,S",,,18.3,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/1/1986,8.9,",,I",20.5,"H,,S",,,19,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/2/1986,0.3,",,I",20.5,"H,,S",23.9,",,I",17.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/3/1986,0,",,I",21.3,"H,,S",23.6,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/4/1986,4.1,",,I",20.1,"H,,S",24,",,I",17.5,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/5/1986,2,",,I",19.7,"H,,S",21.8,",,I",18.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/6/1986,0,",,I",19.4,"H,,S",22.4,",,I",17.5,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/7/1986,1,",,I",19.6,"H,,S",23.1,",,I",16.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/8/1986,0,",,I",18.8,"H,,S",22.6,",,I",15.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/9/1986,0.3,",,I",20.2,"H,,S",23.5,",,I",17.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/10/1986,0,",,I",20.9,"H,,S",23.6,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/11/1986,0,",,I",21.1,"H,,S",23.8,",,I",18.1,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/12/1986,,,21.1,"H,,S",24.2,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/13/1986,0,",,I",20.3,"H,,S",24.5,",,I",18.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/14/1986,0,",,I",21.2,"H,,S",24,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/15/1986,0.3,",,I",20.2,"H,,S",23.7,",,I",18.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/16/1986,,,21.1,"H,,S",,,18.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/17/1986,,,21.3,"H,,S",24.8,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/18/1986,0,",,I",20.4,"H,,S",23.8,",,I",16.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/19/1986,,,21.2,"H,,S",24.2,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/20/1986,0,",,I",20.6,"H,,S",24.8,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/21/1986,0,",,I",20.7,"H,,S",25.4,",,I",16.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/22/1986,0,",,I",20.4,"H,,S",25.8,",,I",15.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/23/1986,,,21.6,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/24/1986,2,",,I",22.9,"H,,S",26,",,I",21.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/25/1986,6.1,",,I",23.2,"H,,S",26.2,",,I",21,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/26/1986,1,",,I",22.9,"H,,S",25.2,",,I",20.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/27/1986,0,",,I",21.6,"H,,S",25.6,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/28/1986,0,",,I",21.7,"H,,S",25.2,",,I",19.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/29/1986,0.5,",,I",21.6,"H,,S",25.4,",,I",19.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/30/1986,0,",,I",21.6,"H,,S",24.6,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,12/31/1986,0.5,",,I",21.7,"H,,S",25.4,",,I",18.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/1/1987,0,",,I",22.3,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/2/1987,0,",,I",22.4,"H,,S",25.4,",,I",20.5,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/3/1987,0,",,I",21.6,"H,,S",25.6,",,I",19.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/4/1987,0.5,",,I",22,"H,,S",25.2,",,I",18.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/5/1987,0,",,I",21.7,"H,,S",25.6,",,I",19.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/6/1987,0,",,I",22.6,"H,,S",,,20.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/7/1987,,,22.6,"H,,S",26.1,",,I",18.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/8/1987,,,22.3,"H,,S",,,20.7,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/9/1987,,,22.8,"H,,S",25.6,",,I",20.5,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/10/1987,0,",,I",21.9,"H,,S",25.5,",,I",18.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/11/1987,0.3,",,I",23.2,"H,,S",25.8,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/12/1987,0,",,I",23,"H,,S",26.3,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/13/1987,0.5,",,I",23.3,"H,,S",26.1,",,I",20.9,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/14/1987,0,",,I",22.9,"H,,S",26,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/15/1987,1,",,I",22.7,"H,,S",25.6,",,I",20.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/16/1987,2,",,I",22.4,"H,,S",26.8,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/17/1987,,,21.6,"H,,S",25,",,I",18.1,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/18/1987,0,",,I",22.4,"H,,S",25.8,",,I",18,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/19/1987,,,22.7,"H,,S",26.4,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/20/1987,6.1,",,I",22.5,"H,,S",26.8,",,I",20.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/21/1987,0,",,I",22.4,"H,,S",25.8,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/22/1987,,,23.6,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/23/1987,0.3,",,I",24.3,"H,,S",,,21,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/24/1987,0,",,I",23.7,"H,,S",27.9,",,I",20,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/25/1987,,,24.7,"H,,S",27.9,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/26/1987,0,",,I",23.1,"H,,S",27,",,I",20.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/27/1987,,,24.2,"H,,S",26.6,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/28/1987,3,",,I",22.6,"H,,S",27.3,",,I",19.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/29/1987,0,",,I",22.6,"H,,S",,,18.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/30/1987,,,23.7,"H,,S",27,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,1/31/1987,,,22.9,"H,,S",,,18.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/1/1987,,,24.4,"H,,S",28,",,I",19.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/2/1987,0,",,I",22.6,"H,,S",28.6,",,I",19,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/3/1987,21.1,",,I",23.6,"H,,S",27.2,",,I",19.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/4/1987,0,",,I",23.6,"H,,S",27.6,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/5/1987,3,",,I",23.4,"H,,S",26.2,",,I",19.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/6/1987,0,",,I",24.3,"H,,S",26.9,",,I",20,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/7/1987,2,",,I",23.6,"H,,S",27.4,",,I",20.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/8/1987,0.5,",,I",24.4,"H,,S",27.6,",,I",20.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/9/1987,2,",,I",22.6,"H,,S",27.7,",,I",20.5,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/10/1987,13,",,I",23,"H,,S",26,",,I",18.5,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/11/1987,0,",,I",22.7,"H,,S",26.2,",,I",20.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/12/1987,11.9,",,I",21.9,"H,,S",26.1,",,I",19.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/13/1987,0,",,I",21.9,"H,,S",26.6,",,I",18.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/14/1987,2,",,I",22.9,"H,,S",,,19.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/15/1987,2,",,I",24.5,"H,,S",27.9,",,I",22,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/16/1987,0,",,I",25,"H,,S",27.9,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/17/1987,0,",,I",23.4,"H,,S",27.8,",,I",19.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/18/1987,0,",,I",25,"H,,S",27.4,",,I",22.5,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/19/1987,,,24.8,"H,,S",27.8,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/20/1987,,,25.4,"H,,S",27.8,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/21/1987,0.3,",,I",24.3,"H,,S",,,20.7,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/22/1987,,,23.8,"H,,S",,,21.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/23/1987,,,23.8,"H,,S",,,20.7,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/24/1987,,,23.4,"H,,S",,,19,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/25/1987,,,24.8,"H,,S",28.4,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/26/1987,0,",,I",25,"H,,S",27.2,",,I",23,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/27/1987,0,",,I",24.4,"H,,S",27.3,",,I",22.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,2/28/1987,1,",,I",25.2,"H,,S",27.8,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/1/1987,0,",,I",23.7,"H,,S",,,20.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/2/1987,0.5,",,I",24.9,"H,,S",28.7,",,I",22.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/3/1987,4.1,",,I",25.6,"H,,S",28.5,",,I",22.9,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/4/1987,0,",,I",26.4,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/5/1987,0,",,I",26.3,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/6/1987,,,25.3,"H,,S",28.8,",,I",24.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/7/1987,25.9,",,I",25,"H,,S",28.5,",,I",22.3,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/8/1987,0,",,I",22.7,"H,,S",27.3,",,I",18.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/9/1987,,,23.5,"H,,S",25.6,",,I",21.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/10/1987,3,",,I",22.8,"H,,S",26.1,",,I",19.9,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/11/1987,3,",,I",23.7,"H,,S",,,21.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/12/1987,0,",,I",22.9,"H,,S",26.4,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/13/1987,,,22.1,"H,,S",25.1,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/14/1987,,,22.8,"H,,S",24.6,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/15/1987,0,",,I",23.1,"H,,S",,,18.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/16/1987,2,",,I",20.6,"H,,S",24.5,",,I",16,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/17/1987,0.3,",,I",21.9,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/18/1987,0,",,I",19.9,"H,,S",25.8,",,I",16.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/19/1987,1,",,I",22,"H,,S",25.9,",,I",18.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/20/1987,,,24.7,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/21/1987,0.5,",,I",25,"H,,S",,,22.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/22/1987,0,",,I",24.2,"H,,S",,,19.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/23/1987,,,23.6,"H,,S",27.6,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/24/1987,,,24.3,"H,,S",27,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/25/1987,0,",,I",24.1,"H,,S",27.6,",,I",20.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/26/1987,,,23.8,"H,,S",26.8,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/27/1987,0.5,",,I",23.3,"H,,S",,,20.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/28/1987,0,",,I",23,"H,,S",,,20.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/29/1987,,,24.7,"H,,S",,,20.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/30/1987,0,",,I",23.6,"H,,S",27,",,I",21.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/31/1987,20.1,",,I",24.1,"H,,S",25.4,",,I",22.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/1/1987,0.3,",,I",21.5,"H,,S",,,17,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/2/1987,0,",,I",22.3,"H,,S",,,20,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/3/1987,0,",,I",21.9,"H,,S",24.4,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/4/1987,0,",,I",20.2,"H,,S",24.8,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/5/1987,2,",,I",21.3,"H,,S",24.9,",,I",18.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/6/1987,0,",,I",22.3,"H,,S",,,17.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/7/1987,0,",,I",21.3,"H,,S",25,",,I",17,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/8/1987,0.3,",,I",22.7,"H,,S",,,20.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/9/1987,0,",,I",24,"H,,S",27.6,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/10/1987,2,",,I",23.6,"H,,S",27,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/11/1987,0.8,",,I",23.3,"H,,S",26.6,",,I",20.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/12/1987,0,",,I",22.6,"H,,S",,,21,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/13/1987,0.3,",,I",22.7,"H,,S",25.5,",,I",20.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/14/1987,4.1,",,I",21.9,"H,,S",25.2,",,I",19.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/15/1987,0,",,I",22.5,"H,,S",,,18.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/16/1987,0,",,I",21.4,"H,,S",,,18,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/17/1987,2,",,I",22.2,"H,,S",24.4,",,I",19.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/18/1987,3,",,I",22,"H,,S",24.8,",,I",19.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/19/1987,0.3,",,I",22.4,"H,,S",24.6,",,I",20.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/20/1987,0.3,",,I",21.4,"H,,S",25.2,",,I",18.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/21/1987,0,",,I",21,"H,,S",,,16.7,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/22/1987,2,",,I",22,"H,,S",,,18.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/23/1987,0,",,I",21.1,"H,,S",25.4,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/24/1987,,,20.2,"H,,S",24.8,",,I",17.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/25/1987,1,",,I",22.7,"H,,S",25.2,",,I",20.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/26/1987,0.5,",,I",22.3,"H,,S",27,",,I",19.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/27/1987,0,",,I",20.6,"H,,S",,,18.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/28/1987,,,21.9,"H,,S",,,18.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/29/1987,,,20.7,"H,,S",25.4,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/30/1987,,,21.7,"H,,S",,,20.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/1/1987,4.1,",,I",21.8,"H,,S",24.6,",,I",19.9,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/2/1987,2,",,I",21.8,"H,,S",,,19.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/3/1987,0,",,I",21.5,"H,,S",24.8,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/4/1987,6.1,",,I",21.6,"H,,S",,,19.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/6/1987,0,",,I",21,"H,,S",24.6,",,I",18.7,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/7/1987,0,",,I",21.7,"H,,S",24.8,",,I",17.5,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/8/1987,0,",,I",20.4,"H,,S",24.7,",,I",18,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/9/1987,,,21.2,"H,,S",24.1,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/10/1987,8.9,",,I",19.3,"H,,S",23.3,",,I",18,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/11/1987,20.1,",,I",20,"H,,S",,,17.9,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/12/1987,0,",,I",21.2,"H,,S",,,19,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/13/1987,2,",,I",20.4,"H,,S",23.5,",,I",17.1,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/14/1987,1,",,I",20.7,"H,,S",22.8,",,I",16.8,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/15/1987,4.1,",,I",20.7,"H,,S",23.6,",,I",18.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/16/1987,1,",,I",21.7,"H,,S",,,18.3,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/17/1987,0.8,",,I",21.7,"H,,S",,,20.2,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/18/1987,39.1,",,I",19.3,"H,,S",23.8,",,I",17.6,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/19/1987,0,",,I",19.4,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/20/1987,0,",,I",19.7,"H,,S",22,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/21/1987,,,19.7,"H,,S",,,17.4,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/22/1987,,,21,"H,,S",23.8,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/23/1987,,,19.6,"H,,S",21.6,",,I",17,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/24/1987,,,19.7,"H,,S",21.6,",,I",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/25/1987,,,19.9,"H,,S",,,16,",,I"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/26/1987,,,19.7,"H,,S",22.4,",,I",17.4,",,I"
